Site,Species_Code,Species,Date,Year,Month,Day,Flagged_Count,Percent_Flagged_Count,Num_Count,Min_Count,Max_Count,Total_Count,Median_Count
9,G5,Schistocerca obscura,8/1/13,2013,8,1,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/1/13,2013,8,1,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/4/14,2014,8,4,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/4/14,2014,8,4,0,0,8,0,14,37,3
9,G2,Paroxya clavuliger,8/4/14,2014,8,4,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/4/14,2014,8,4,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/4/14,2014,8,4,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/4/14,2014,8,4,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/4/14,2014,8,4,0,0,8,0,0,0,0
9,G0,Other grasshoppers,7/28/15,2015,7,28,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,7/28/15,2015,7,28,0,0,8,0,15,38,3
9,G2,Paroxya clavuliger,7/28/15,2015,7,28,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,7/28/15,2015,7,28,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,7/28/15,2015,7,28,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,7/28/15,2015,7,28,0,0,8,0,0,0,0
9,G6,Romalea guttatus,7/28/15,2015,7,28,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/17/16,2016,8,17,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/17/16,2016,8,17,0,0,8,0,1,3,0
9,G2,Paroxya clavuliger,8/17/16,2016,8,17,0,0,8,0,1,1,0
9,G3,Orphulella pelidna,8/17/16,2016,8,17,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/17/16,2016,8,17,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/17/16,2016,8,17,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/17/16,2016,8,17,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/1/17,2017,8,1,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/1/17,2017,8,1,0,0,8,0,12,31,1
9,G2,Paroxya clavuliger,8/1/17,2017,8,1,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/1/17,2017,8,1,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/1/17,2017,8,1,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/1/17,2017,8,1,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/1/17,2017,8,1,0,0,8,0,0,0,0
9,G0,Other grasshoppers,7/31/18,2018,7,31,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,7/31/18,2018,7,31,2,20,8,0,32,98,13
9,G2,Paroxya clavuliger,7/31/18,2018,7,31,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,7/31/18,2018,7,31,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,7/31/18,2018,7,31,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,7/31/18,2018,7,31,0,0,8,0,0,0,0
9,G6,Romalea guttatus,7/31/18,2018,7,31,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/7/19,2019,8,7,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/7/19,2019,8,7,0,0,8,0,18,70,9
9,G2,Paroxya clavuliger,8/7/19,2019,8,7,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/7/19,2019,8,7,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/7/19,2019,8,7,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/7/19,2019,8,7,0,0,8,0,0,0,0
9,G6,Romalea guttatus,8/7/19,2019,8,7,0,0,8,0,0,0,0
9,G0,Other grasshoppers,7/30/20,2020,7,30,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,7/30/20,2020,7,30,0,0,8,0,16,59,9
9,G2,Paroxya clavuliger,7/30/20,2020,7,30,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,7/30/20,2020,7,30,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,7/30/20,2020,7,30,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,7/30/20,2020,7,30,0,0,8,0,0,0,0
9,G0,Other grasshoppers,8/2/21,2021,8,2,0,0,8,0,0,0,0
9,G1,Orchelimum spp.,8/2/21,2021,8,2,0,0,8,0,13,44,5
9,G2,Paroxya clavuliger,8/2/21,2021,8,2,0,0,8,0,0,0,0
9,G3,Orphulella pelidna,8/2/21,2021,8,2,0,0,8,0,0,0,0
9,G4,Mermiria intertexta,8/2/21,2021,8,2,0,0,8,0,0,0,0
9,G5,Schistocerca obscura,8/2/21,2021,8,2,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/17/01,2001,8,17,0,0,10,0,0,0,0
10,G1,Orchelimum spp.,8/17/01,2001,8,17,0,0,10,2,16,54,4
10,G2,Paroxya clavuliger,8/17/01,2001,8,17,0,0,10,0,0,0,0
10,G3,Orphulella pelidna,8/17/01,2001,8,17,0,0,10,0,2,3,0
10,G4,Mermiria intertexta,8/17/01,2001,8,17,0,0,10,0,0,0,0
10,G5,Schistocerca obscura,8/17/01,2001,8,17,0,0,10,0,0,0,0
10,G6,Romalea guttatus,8/17/01,2001,8,17,0,0,10,0,0,0,0
10,G0,Other grasshoppers,8/9/02,2002,8,9,0,0,10,0,0,0,0
10,G1,Orchelimum spp.,8/9/02,2002,8,9,0,0,10,0,4,24,3
10,G2,Paroxya clavuliger,8/9/02,2002,8,9,0,0,10,0,0,0,0
10,G3,Orphulella pelidna,8/9/02,2002,8,9,0,0,10,0,0,0,0
10,G4,Mermiria intertexta,8/9/02,2002,8,9,0,0,10,0,0,0,0
10,G5,Schistocerca obscura,8/9/02,2002,8,9,0,0,10,0,0,0,0
10,G6,Romalea guttatus,8/9/02,2002,8,9,0,0,10,0,0,0,0
10,G0,Other grasshoppers,8/14/03,2003,8,14,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/14/03,2003,8,14,0,0,8,0,7,19,2
10,G2,Paroxya clavuliger,8/14/03,2003,8,14,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/14/03,2003,8,14,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,8/14/03,2003,8,14,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/14/03,2003,8,14,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/14/03,2003,8,14,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/18/04,2004,8,18,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/18/04,2004,8,18,0,0,8,0,17,61,8
10,G2,Paroxya clavuliger,8/18/04,2004,8,18,0,0,8,0,1,1,0
10,G3,Orphulella pelidna,8/18/04,2004,8,18,0,0,8,0,3,5,0
10,G4,Mermiria intertexta,8/18/04,2004,8,18,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/18/04,2004,8,18,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/18/04,2004,8,18,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/16/05,2005,8,16,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/16/05,2005,8,16,0,0,8,1,6,29,4
10,G2,Paroxya clavuliger,8/16/05,2005,8,16,0,0,8,0,1,1,0
10,G3,Orphulella pelidna,8/16/05,2005,8,16,0,0,8,0,3,10,1
10,G4,Mermiria intertexta,8/16/05,2005,8,16,0,0,8,0,1,1,0
10,G5,Schistocerca obscura,8/16/05,2005,8,16,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/16/05,2005,8,16,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/2/06,2006,8,2,0,0,8,0,5,5,0
10,G1,Orchelimum spp.,8/2/06,2006,8,2,1,11.11,8,4,29,105,11
10,G2,Paroxya clavuliger,8/2/06,2006,8,2,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/2/06,2006,8,2,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,8/2/06,2006,8,2,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/2/06,2006,8,2,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/2/06,2006,8,2,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/1/07,2007,8,1,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/1/07,2007,8,1,0,0,8,0,7,29,5
10,G2,Paroxya clavuliger,8/1/07,2007,8,1,0,0,8,0,1,1,0
10,G3,Orphulella pelidna,8/1/07,2007,8,1,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,8/1/07,2007,8,1,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/1/07,2007,8,1,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/1/07,2007,8,1,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/14/08,2008,8,14,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/14/08,2008,8,14,0,0,8,1,8,34,5
10,G2,Paroxya clavuliger,8/14/08,2008,8,14,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/14/08,2008,8,14,0,0,8,0,1,1,0
10,G4,Mermiria intertexta,8/14/08,2008,8,14,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/14/08,2008,8,14,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/14/08,2008,8,14,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/12/09,2009,8,12,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/12/09,2009,8,12,0,0,8,0,8,20,2
10,G2,Paroxya clavuliger,8/12/09,2009,8,12,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/12/09,2009,8,12,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,8/12/09,2009,8,12,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/12/09,2009,8,12,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/12/09,2009,8,12,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/27/10,2010,8,27,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/27/10,2010,8,27,0,0,8,0,10,28,3
10,G2,Paroxya clavuliger,8/27/10,2010,8,27,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/27/10,2010,8,27,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,8/27/10,2010,8,27,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/27/10,2010,8,27,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/27/10,2010,8,27,0,0,8,0,0,0,0
10,G0,Other grasshoppers,7/26/11,2011,7,26,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,7/26/11,2011,7,26,1,11.11,8,5,21,76,8
10,G2,Paroxya clavuliger,7/26/11,2011,7,26,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,7/26/11,2011,7,26,0,0,8,0,2,2,0
10,G4,Mermiria intertexta,7/26/11,2011,7,26,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,7/26/11,2011,7,26,0,0,8,0,0,0,0
10,G6,Romalea guttatus,7/26/11,2011,7,26,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/14/12,2012,8,14,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/14/12,2012,8,14,0,0,8,0,3,11,2
10,G2,Paroxya clavuliger,8/14/12,2012,8,14,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/14/12,2012,8,14,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,8/14/12,2012,8,14,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/14/12,2012,8,14,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/14/12,2012,8,14,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/2/13,2013,8,2,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/2/13,2013,8,2,0,0,8,0,2,3,0
10,G2,Paroxya clavuliger,8/2/13,2013,8,2,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/2/13,2013,8,2,0,0,8,0,1,1,0
10,G4,Mermiria intertexta,8/2/13,2013,8,2,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/2/13,2013,8,2,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/2/13,2013,8,2,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/5/14,2014,8,5,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/5/14,2014,8,5,0,0,8,0,0,0,0
10,G2,Paroxya clavuliger,8/5/14,2014,8,5,1,11.11,8,0,41,42,0
10,G3,Orphulella pelidna,8/5/14,2014,8,5,0,0,8,0,1,1,0
10,G4,Mermiria intertexta,8/5/14,2014,8,5,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/5/14,2014,8,5,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/5/14,2014,8,5,0,0,8,0,0,0,0
10,G0,Other grasshoppers,7/27/15,2015,7,27,0,0,8,0,1,1,0
10,G1,Orchelimum spp.,7/27/15,2015,7,27,0,0,8,0,2,3,0
10,G2,Paroxya clavuliger,7/27/15,2015,7,27,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,7/27/15,2015,7,27,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,7/27/15,2015,7,27,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,7/27/15,2015,7,27,0,0,8,0,0,0,0
10,G6,Romalea guttatus,7/27/15,2015,7,27,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/12/16,2016,8,12,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/12/16,2016,8,12,0,0,8,0,1,1,0
10,G2,Paroxya clavuliger,8/12/16,2016,8,12,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/12/16,2016,8,12,0,0,8,0,1,2,0
10,G4,Mermiria intertexta,8/12/16,2016,8,12,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/12/16,2016,8,12,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/12/16,2016,8,12,0,0,8,0,0,0,0
10,G0,Other grasshoppers,7/31/17,2017,7,31,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,7/31/17,2017,7,31,0,0,8,0,3,12,2
10,G2,Paroxya clavuliger,7/31/17,2017,7,31,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,7/31/17,2017,7,31,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,7/31/17,2017,7,31,0,0,8,0,1,2,0
10,G5,Schistocerca obscura,7/31/17,2017,7,31,0,0,8,0,0,0,0
10,G6,Romalea guttatus,7/31/17,2017,7,31,0,0,8,0,0,0,0
10,G0,Other grasshoppers,7/30/18,2018,7,30,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,7/30/18,2018,7,30,0,0,8,0,16,41,4
10,G2,Paroxya clavuliger,7/30/18,2018,7,30,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,7/30/18,2018,7,30,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,7/30/18,2018,7,30,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,7/30/18,2018,7,30,0,0,8,0,0,0,0
10,G6,Romalea guttatus,7/30/18,2018,7,30,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/8/19,2019,8,8,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/8/19,2019,8,8,1,11.11,8,5,23,95,13
10,G2,Paroxya clavuliger,8/8/19,2019,8,8,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/8/19,2019,8,8,0,0,8,0,1,1,0
10,G4,Mermiria intertexta,8/8/19,2019,8,8,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/8/19,2019,8,8,0,0,8,0,0,0,0
10,G6,Romalea guttatus,8/8/19,2019,8,8,0,0,8,0,0,0,0
10,G0,Other grasshoppers,7/29/20,2020,7,29,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,7/29/20,2020,7,29,0,0,8,0,14,37,4
10,G2,Paroxya clavuliger,7/29/20,2020,7,29,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,7/29/20,2020,7,29,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,7/29/20,2020,7,29,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,7/29/20,2020,7,29,0,0,8,0,0,0,0
10,G0,Other grasshoppers,8/3/21,2021,8,3,0,0,8,0,0,0,0
10,G1,Orchelimum spp.,8/3/21,2021,8,3,1,11.11,8,1,30,70,7
10,G2,Paroxya clavuliger,8/3/21,2021,8,3,0,0,8,0,0,0,0
10,G3,Orphulella pelidna,8/3/21,2021,8,3,0,0,8,0,0,0,0
10,G4,Mermiria intertexta,8/3/21,2021,8,3,0,0,8,0,0,0,0
10,G5,Schistocerca obscura,8/3/21,2021,8,3,0,0,8,0,0,0,0
